player_id,goals,assists,minutes_played,minutes_per_g_a
458178,1,0,442,442.0
461883,1,0,2250,2250.0
462250,1,1,363,181.5
468002,0,1,914,914.0
468198,3,0,1645,548.33
469050,2,1,2340,780.0
470607,9,2,1587,144.27
472423,1,0,601,601.0
473050,7,2,1326,147.33
474701,1,1,780,390.0
475188,0,1,157,157.0
475959,5,0,2200,440.0
476701,1,0,1174,1174.0
477758,2,2,2165,541.25
478573,0,2,2320,1160.0
479999,2,5,1755,250.71
480116,0,1,301,301.0
480692,9,2,1684,153.09
480762,2,1,1754,584.67
483348,1,1,861,430.5
485585,0,1,593,593.0
485706,2,0,1084,542.0
486049,3,4,893,127.57
487465,2,3,1282,256.4
493003,3,3,2166,361.0
495666,2,0,2096,1048.0
502821,2,1,825,275.0
503680,1,1,1512,756.0
503733,6,5,2034,184.91
503743,6,4,2167,216.7
503749,1,2,1117,372.33
503977,1,0,1896,1896.0
503987,7,3,1464,146.4
504148,2,2,675,168.75
504849,7,3,2065,206.5
505219,0,1,603,603.0
506189,1,0,1435,1435.0
512385,1,1,206,103.0
517894,13,4,2057,121.0
520624,2,6,2259,282.38
525247,0,2,2269,1134.5
533662,2,0,1123,561.5
534033,2,3,1989,397.8
536835,6,6,1595,132.92
538977,5,2,1424,203.43
540941,2,10,1964,163.67
543499,3,1,1752,438.0
546543,4,2,891,148.5
553875,2,5,2102,300.29
556385,0,1,1502,1502.0
557459,0,2,790,395.0
559263,2,1,445,148.33
559794,0,3,693,231.0
564529,0,1,2030,2030.0
565093,0,1,2160,2160.0
565822,0,1,76,76.0
567576,1,5,1722,287.0
568177,14,6,2286,114.3
568693,2,2,1283,320.75
576314,0,1,2061,2061.0
578391,3,5,2134,266.75
583189,3,8,1644,149.45
583199,2,0,122,61.0
583255,7,4,2201,200.09
584769,3,3,1143,190.5
595809,6,0,663,110.5
596446,1,3,2203,550.75
601883,0,4,891,222.75
606718,0,1,1535,1535.0
610442,2,0,1276,638.0
610849,10,2,1942,161.83
611793,0,1,240,240.0
614258,0,1,2160,2160.0
620322,0,1,1455,1455.0
621193,0,1,383,383.0
623570,6,0,1883,313.83
626724,6,6,1451,120.92
628451,0,1,537,537.0
644401,1,3,2103,525.75
648046,1,0,417,417.0
648195,4,4,1871,233.88
649317,7,0,626,89.43
654982,2,1,1283,427.67
655488,6,3,1463,162.56
658536,2,1,609,203.0
660867,0,1,558,558.0
661053,0,1,1536,1536.0
663244,1,1,703,351.5
667121,1,0,563,563.0
670858,0,5,2103,420.6
670883,0,1,27,27.0
687626,1,2,2283,761.0
693095,1,0,1440,1440.0
696589,0,1,416,416.0
700106,0,1,375,375.0
701057,1,2,1584,528.0
711337,5,0,1382,276.4
711999,0,1,863,863.0
730861,2,3,2271,454.2
730893,0,3,2246,748.67
735570,2,1,1992,664.0
735571,4,1,684,136.8
741238,3,2,2054,410.8
743591,1,7,1354,169.25
745191,1,0,230,230.0
746695,1,0,475,475.0
747009,1,0,309,309.0
748319,1,1,279,139.5
776890,9,5,1751,125.07
811779,3,1,1436,359.0
823231,7,4,1419,129.0
864121,0,2,577,288.5
866655,2,0,1355,677.5
867688,2,0,1060,530.0
880245,1,2,1925,641.67
890290,2,0,1420,710.0
890719,3,1,453,113.25
890721,1,0,647,647.0
922769,1,0,167,167.0
967319,1,0,7,7.0
973085,2,1,1701,567.0
983989,4,2,1185,197.5
1005649,1,0,2210,2210.0
1011147,0,1,181,181.0
1012534,5,3,1016,127.0
12282,0,2,1610,805.0
15956,1,0,416,416.0
27992,2,3,1051,210.2
35047,0,1,757,757.0
38253,20,2,1927,87.59
46413,13,1,1905,136.07
59323,4,2,474,79.0
59561,3,1,1517,379.25
61812,0,2,1375,687.5
72047,8,3,1261,114.64
74229,1,1,1427,713.5
74294,0,1,1871,1871.0
76467,0,1,1727,1727.0
85288,4,1,718,143.6
93936,10,0,1625,162.5
95641,1,2,1246,415.33
96718,0,4,1217,304.25
99353,0,1,266,266.0
99922,2,0,1198,599.0
102423,2,1,1800,600.0
111508,1,1,586,293.0
120095,0,2,766,383.0
125781,8,5,1815,139.62
126719,0,1,474,474.0
126751,0,2,985,492.5
127048,1,2,500,166.67
127108,0,2,2246,1123.0
129444,1,0,1905,1905.0
138927,1,0,610,610.0
139435,4,5,1498,166.44
142021,0,1,1645,1645.0
143559,1,0,1659,1659.0
148928,1,5,978,163.0
158863,0,3,1782,594.0
165007,1,1,353,176.5
166677,0,1,1017,1017.0
166683,3,1,1033,258.25
167721,2,0,606,303.0
177452,2,0,237,118.5
177467,3,1,601,150.25
177847,2,1,314,104.67
182904,1,1,1196,598.0
188888,2,1,911,303.67
189441,0,1,176,176.0
191217,0,1,523,523.0
192009,3,0,1128,376.0
199369,7,3,1408,140.8
203496,0,1,180,180.0
212723,1,1,1330,665.0
213260,2,4,1551,258.5
213670,3,0,1940,646.67
221311,1,1,813,406.5
221316,1,3,1315,328.75
221322,0,1,902,902.0
223725,2,0,507,253.5
238407,9,2,905,82.27
243760,3,0,1078,359.33
246291,1,0,2125,2125.0
246968,11,0,1079,98.09
249513,0,2,1977,988.5
250845,0,1,1450,1450.0
251876,0,1,1498,1498.0
251897,1,0,273,273.0
255508,5,8,2010,154.62
255901,3,3,1362,227.0
256267,6,2,1448,181.0
257062,3,2,1495,299.0
258987,1,0,1806,1806.0
262939,1,2,1929,643.0
263727,4,2,773,128.83
264372,1,3,915,228.75
266807,3,1,609,152.25
268670,0,1,518,518.0
271021,0,1,695,695.0
271455,0,1,203,203.0
277137,1,0,1378,1378.0
277384,1,0,1775,1775.0
278296,1,0,2129,2129.0
278359,5,0,1336,267.2
278837,5,1,2182,363.67
281989,1,2,1868,622.67
282411,2,2,1401,350.25
282421,0,2,1800,900.0
282700,1,0,614,614.0
282810,2,0,1283,641.5
284854,0,2,632,316.0
284884,1,3,868,217.0
288255,2,2,1258,314.5
288318,1,1,1185,592.5
289255,0,1,755,755.0
289257,2,0,1444,722.0
290249,6,0,1628,271.33
290273,1,4,1132,226.4
292818,0,1,814,814.0
293385,6,0,744,124.0
297070,0,1,314,314.0
298477,0,4,1007,251.75
298976,4,0,389,97.25
302371,3,0,752,250.67
303259,10,1,2081,189.18
308989,2,0,2068,1034.0
309110,3,1,1266,316.5
314678,3,2,917,183.4
318523,1,0,1416,1416.0
326330,2,1,561,187.0
327126,2,1,1141,380.33
328480,1,1,1356,678.0
331496,2,0,228,114.0
331505,2,5,1724,246.29
336869,2,2,909,227.25
337333,0,1,2193,2193.0
337715,1,0,674,674.0
338425,5,7,1440,120.0
339820,0,1,315,315.0
340205,6,2,1215,151.88
340339,1,0,850,850.0
340376,4,0,1110,277.5
340853,1,0,1483,1483.0
341264,0,1,1218,1218.0
341278,1,1,1506,753.0
341713,0,1,1693,1693.0
342226,1,1,601,300.5
342229,17,3,2005,100.25
343052,1,2,764,254.67
343463,5,2,1230,175.71
345886,1,1,478,239.0
345911,2,1,1359,453.0
346289,1,0,74,74.0
348795,7,1,1034,129.25
351478,4,2,1470,245.0
355861,3,0,1643,547.67
357628,1,1,524,262.0
357884,1,0,364,364.0
357885,1,0,1053,1053.0
361254,0,1,329,329.0
362086,3,3,1566,261.0
366930,0,4,1834,458.5
369081,5,3,2101,262.62
371371,2,0,1914,957.0
371998,9,5,1540,110.0
375382,0,1,1233,1233.0
377219,3,1,970,242.5
378139,0,2,661,330.5
378293,3,2,1243,248.6
380598,3,2,1671,334.2
381967,0,2,1118,559.0
390688,0,1,1964,1964.0
398184,5,2,651,93.0
401530,1,1,939,469.5
401571,1,0,705,705.0
404839,0,1,270,270.0
405398,5,0,1552,310.4
408471,8,1,1967,218.56
411295,13,9,2076,94.36
411975,2,3,1980,396.0
412363,6,5,1497,136.09
413262,3,3,1036,172.67
422460,2,0,526,263.0
422466,0,1,1318,1318.0
423440,1,2,2075,691.67
423444,2,0,1518,759.0
424042,0,3,1132,377.33
431190,1,1,328,164.0
434990,0,1,1037,1037.0
438971,0,2,1101,550.5
441170,0,2,1719,859.5
448628,0,2,1005,502.5
449796,0,1,2053,2053.0
451801,2,1,1985,661.67
455181,4,3,1771,253.0
461617,0,1,410,410.0
465967,0,1,1414,1414.0
466794,1,1,783,391.5
466801,0,1,1393,1393.0
468309,0,1,1890,1890.0
469669,1,1,1656,828.0
476219,2,2,660,165.0
480883,1,3,1496,374.0
481084,1,1,1017,508.5
484988,2,0,1512,756.0
485963,2,0,1612,806.0
488362,2,1,1036,345.33
488626,0,1,1953,1953.0
495621,0,1,1689,1689.0
500067,1,1,644,322.0
501418,1,1,1437,718.5
502722,1,2,1421,473.67
505653,7,2,1303,144.78
505674,3,2,1139,227.8
511021,2,0,677,338.5
521407,1,1,587,293.5
523318,3,1,692,173.0
524000,3,0,1854,618.0
525299,1,4,1855,371.0
525578,2,1,1153,384.33
527698,2,0,1198,599.0
527966,1,2,1999,666.33
533568,1,1,1915,957.5
537382,3,3,1574,262.33
540536,3,3,2078,346.33
541555,2,0,2160,1080.0
543537,2,0,1581,790.5
545647,0,2,777,388.5
548111,6,7,1919,147.62
555143,1,0,71,71.0
559979,0,1,1941,1941.0
560483,3,0,852,284.0
563137,1,0,1214,1214.0
566574,0,3,1770,590.0
568157,1,5,1243,207.17
569866,0,1,387,387.0
571020,13,1,1356,96.86
573775,7,2,1703,189.22
576024,9,2,1676,152.36
581678,7,6,1634,125.69
585700,4,1,1546,309.2
591916,3,0,1226,408.67
596122,0,1,1558,1558.0
602105,2,2,324,81.0
616369,1,2,825,275.0
617060,0,1,1499,1499.0
617074,0,1,1279,1279.0
617081,3,4,1786,255.14
618813,2,1,839,279.67
624942,3,2,1354,270.8
625047,1,0,1066,1066.0
625660,1,1,430,215.0
628498,2,4,1566,261.0
631002,2,0,581,290.5
634131,2,1,1957,652.33
636688,0,3,1795,598.33
636695,0,3,1459,486.33
636703,3,2,620,124.0
639733,0,1,792,792.0
640428,0,2,638,319.0
646698,1,0,240,240.0
646740,0,1,443,443.0
646750,1,0,2150,2150.0
657430,0,2,1685,842.5
658115,2,0,1402,701.0
660438,3,0,621,207.0
661145,0,1,1709,1709.0
670717,1,0,1175,1175.0
671649,1,0,454,454.0
671915,1,1,1239,619.5
672803,1,0,931,931.0
676042,4,3,1015,145.0
678406,1,6,2137,305.29
683840,4,3,1879,268.43
687609,3,2,1665,333.0
689505,0,1,1364,1364.0
694928,3,2,1049,209.8
705395,0,1,426,426.0
707274,2,1,1947,649.0
707572,2,1,207,69.0
709187,3,5,1513,189.12
709372,2,1,1393,464.33
709969,1,0,587,587.0
710484,0,1,18,18.0
713644,1,5,1284,214.0
720038,3,1,260,65.0
720518,2,0,412,206.0
724520,1,2,1534,511.33
730581,1,1,1730,865.0
733576,4,0,1864,466.0
742201,1,4,1070,214.0
742521,1,0,409,409.0
743387,1,0,230,230.0
764859,3,3,1036,172.67
766583,1,2,1203,401.0
766723,1,0,100,100.0
775605,0,2,1492,746.0
785353,0,1,686,686.0
822331,0,2,2112,1056.0
826224,2,2,1699,424.75
834744,0,1,481,481.0
834752,1,2,668,222.67
834764,1,2,1621,540.33
852727,1,0,576,576.0
857818,2,0,865,432.5
861410,1,3,606,151.5
864799,1,0,275,275.0
888493,1,0,945,945.0
892929,4,2,1385,230.83
905997,4,2,813,135.5
907813,0,1,280,280.0
933908,0,1,345,345.0
935245,0,1,858,858.0
937941,8,3,1555,141.36
937958,5,12,1795,105.59
938729,2,2,1373,343.25
943837,4,2,1237,206.17
948273,0,1,1327,1327.0
948275,2,0,542,271.0
962110,0,3,2000,666.67
971570,1,0,90,90.0
1018938,0,1,224,224.0
1033005,1,1,584,292.0
1054934,1,0,167,167.0
1061282,1,2,272,90.67
1061656,0,1,46,46.0
1063553,1,1,335,167.5
1076815,2,2,1571,392.75
1124005,3,2,1800,360.0
1190411,1,0,546,546.0
45403,3,0,897,299.0
74683,0,1,1491,1491.0
74869,0,1,1,1.0
84301,0,2,1793,896.5
91059,4,3,1184,169.14
93720,7,2,1309,145.44
100986,1,0,1132,1132.0
103565,1,1,910,455.0
111038,0,1,1556,1556.0
111811,1,2,1740,580.0
113707,0,3,800,266.67
118284,0,1,1076,1076.0
127142,1,0,456,456.0
127156,2,5,1799,257.0
131225,3,1,1268,317.0
138055,0,1,1588,1588.0
139279,0,1,1352,1352.0
149928,5,0,1749,349.8
161869,0,2,1162,581.0
164771,2,0,1228,614.0
165793,3,3,1433,238.83
167799,2,3,1976,395.2
170911,0,2,1890,945.0
174196,2,1,1785,595.0
175639,3,4,1427,203.86
178313,2,0,1605,802.5
181378,9,3,1050,87.5
181382,3,1,1363,340.75
182893,0,1,375,375.0
182913,5,1,1493,248.83
182916,1,0,486,486.0
184816,1,0,352,352.0
187718,0,3,1717,572.33
190393,5,3,1599,199.88
192492,0,1,2070,2070.0
192616,2,1,502,167.33
197642,2,0,204,102.0
203746,0,1,448,448.0
211474,2,2,934,233.5
212804,0,2,444,222.0
215977,2,3,1868,373.6
216569,0,1,651,651.0
217115,4,4,905,113.12
220878,1,0,918,918.0
228948,4,0,1710,427.5
232895,2,0,509,254.5
237662,4,4,1071,133.88
238266,1,0,1248,1248.0
239743,4,2,1389,231.5
242273,0,2,1698,849.0
242632,0,1,660,660.0
245537,1,0,34,34.0
247555,0,1,804,804.0
249636,2,1,1980,660.0
250013,1,1,906,453.0
250779,1,0,1800,1800.0
258039,0,1,1492,1492.0
263918,3,0,1138,379.33
266359,1,0,81,81.0
274862,6,7,1753,134.85
275249,0,1,200,200.0
279570,1,0,564,564.0
280387,2,1,1437,479.0
283227,0,1,624,624.0
283994,10,2,1578,131.5
285323,0,2,930,465.0
285845,1,3,1162,290.5
288225,6,7,1839,141.46
288230,17,4,1309,62.33
290532,1,3,737,184.25
296622,2,4,620,103.33
298975,1,2,452,150.67
308133,2,0,592,296.0
324795,3,2,1720,344.0
324811,4,1,1171,234.2
325223,2,3,1831,366.2
329812,1,0,331,331.0
332560,1,0,1090,1090.0
332889,2,0,821,410.5
334526,3,2,1335,267.0
342226,2,1,217,72.33
344072,1,0,1430,1430.0
344576,1,0,721,721.0
348791,4,3,2017,288.14
350219,3,1,1333,333.25
353365,0,1,676,676.0
353399,5,3,1028,128.5
353404,8,6,1731,123.64
354482,1,2,1782,594.0
354726,0,1,1229,1229.0
354814,6,1,1317,188.14
355627,1,1,1586,793.0
361065,2,2,676,169.0
362108,2,0,1418,709.0
364245,1,0,375,375.0
364409,1,0,1208,1208.0
364827,0,1,1516,1516.0
364857,0,1,869,869.0
367284,1,0,1228,1228.0
370791,1,1,1210,605.0
371686,0,1,1460,1460.0
372711,2,4,479,79.83
377393,1,1,638,319.0
377641,0,1,67,67.0
384060,1,2,479,159.67
385105,0,5,1443,288.6
391065,9,2,1649,149.91
392770,1,1,692,346.0
393238,7,3,1839,183.9
393621,2,2,1584,396.0
395695,1,3,1913,478.25
397171,0,1,1547,1547.0
398073,4,5,1569,174.33
399383,1,0,732,732.0
405397,8,1,1773,197.0
409153,1,0,614,614.0
412829,0,1,1650,1650.0
414908,4,2,1694,282.33
418659,5,5,1397,139.7
420064,0,3,978,326.0
423678,1,0,50,50.0
424072,1,2,650,216.67
425400,2,5,1441,205.86
427572,7,4,1855,168.64
429259,1,0,1750,1750.0
450936,1,2,1135,378.33
453376,1,0,1012,1012.0
461607,5,0,778,155.6
462348,3,1,787,196.75
463605,3,1,1980,495.0
463613,2,2,1617,404.25
467632,1,1,1830,915.0
467720,2,1,199,66.33
469976,0,2,1170,585.0
474662,1,0,1595,1595.0
474800,0,1,1739,1739.0
475416,1,2,846,282.0
476836,1,1,1804,902.0
484888,3,1,808,202.0
485583,0,1,1387,1387.0
485965,1,1,1466,733.0
487469,4,0,1470,367.5
487969,2,1,350,116.67
490417,3,1,805,201.25
491296,0,1,882,882.0
494586,1,2,1315,438.33
496857,4,1,985,197.0
500689,9,8,1963,115.47
501709,1,1,570,285.0
502670,1,2,366,122.0
503770,3,0,472,157.33
503866,2,1,813,271.0
519184,0,1,68,68.0
524925,2,0,1601,800.5
525140,1,0,384,384.0
532775,1,0,1140,1140.0
532826,14,4,1961,108.94
533738,12,3,1720,114.67
537127,1,0,463,463.0
538994,1,0,1680,1680.0
540664,3,6,1675,186.11
550550,4,2,433,72.17
551505,2,1,1387,462.33
555076,2,2,772,193.0
557149,6,5,1307,118.82
557612,1,1,629,314.5
557613,1,3,1086,271.5
559328,10,2,1501,125.08
560593,2,2,1610,402.5
563963,1,0,1019,1019.0
565821,7,1,482,60.25
568698,2,1,1030,343.33
569140,2,5,1593,227.57
569389,6,3,811,90.11
579263,3,0,713,237.67
579928,5,3,1552,194.0
580657,3,3,1054,175.67
585959,10,1,1735,157.73
585973,2,1,1499,499.67
592979,6,1,1957,279.57
594991,2,1,305,101.67
597659,1,0,1693,1693.0
607034,3,3,1079,179.83
607223,5,7,1229,102.42
616341,0,2,1174,587.0
618425,2,0,660,330.0
624037,1,0,1200,1200.0
646402,1,1,821,410.5
646733,0,4,1270,317.5
648020,0,1,1800,1800.0
648779,1,2,1275,425.0
652275,4,2,1021,170.17
654539,1,0,1766,1766.0
655006,1,5,1808,301.33
655012,4,5,1198,133.11
658534,1,0,36,36.0
659513,0,1,437,437.0
659518,1,1,940,470.0
659520,1,0,232,232.0
659542,3,1,575,143.75
659543,7,1,1845,230.62
661171,0,1,1587,1587.0
662242,1,0,973,973.0
667967,1,0,1362,1362.0
670681,2,7,1304,144.89
670847,3,3,1297,216.17
671594,1,1,926,463.0
672381,2,2,487,121.75
673514,1,0,1019,1019.0
674612,1,0,1214,1214.0
691316,7,4,1833,166.64
691841,0,2,850,425.0
702441,3,2,1239,247.8
707242,2,0,668,334.0
708265,11,6,1536,90.35
711969,1,3,1465,366.25
711976,1,1,1579,789.5
711980,1,0,1905,1905.0
713787,1,0,599,599.0
718312,1,0,357,357.0
719442,0,1,349,349.0
724129,1,2,449,149.67
729814,6,2,898,112.25
743386,3,4,1111,158.71
743600,7,2,1867,207.44
745181,0,1,881,881.0
745200,3,5,1518,189.75
746833,0,1,267,267.0
750904,1,0,597,597.0
763182,1,3,1049,262.25
768380,2,0,795,397.5
776798,3,2,764,152.8
783094,1,0,1220,1220.0
786436,0,1,1694,1694.0
789082,1,2,1449,483.0
794349,0,1,884,884.0
806168,0,1,752,752.0
806793,0,1,1684,1684.0
807128,0,1,1469,1469.0
807689,1,0,677,677.0
810092,1,1,1331,665.5
810895,6,3,1439,159.89
816580,0,1,405,405.0
822458,3,0,435,145.0
829874,0,2,621,310.5
847279,4,1,1484,296.8
849410,0,1,221,221.0
872171,1,0,1266,1266.0
876631,4,3,1916,273.71
901019,2,0,744,372.0
903693,1,0,378,378.0
904662,0,1,922,922.0
910905,0,1,1489,1489.0
914562,1,4,1036,207.2
914934,1,0,59,59.0
916920,4,2,813,135.5
917778,2,1,635,211.67
918969,2,6,1388,173.5
928323,1,1,354,177.0
947360,0,1,390,390.0
955070,2,1,873,291.0
955281,0,1,936,936.0
957461,1,0,310,310.0
962555,1,0,814,814.0
991487,1,0,324,324.0
1004834,3,2,596,119.2
1016015,0,1,896,896.0
1018259,2,0,186,93.0
1028162,0,2,769,384.5
1044893,1,1,638,319.0
1053147,0,1,464,464.0
1054839,1,0,492,492.0
1057820,1,0,145,145.0
1068110,1,0,1620,1620.0
1071956,1,0,1227,1227.0
1078326,1,0,52,52.0
1081219,1,1,141,70.5
1097139,0,1,905,905.0
1119453,2,0,290,145.0
1119456,1,0,167,167.0
1131161,0,1,74,74.0
1176345,2,0,426,213.0
1183575,1,0,71,71.0
32113,0,1,1932,1932.0
33571,1,0,687,687.0
40633,1,0,1306,1306.0
41384,1,1,162,81.0
54906,2,2,1165,291.25
55735,1,4,1830,366.0
59377,0,1,2070,2070.0
64793,1,0,278,278.0
65278,5,0,700,140.0
67556,4,1,1541,308.2
70411,1,3,1378,344.5
73794,3,0,589,196.33
76274,1,0,292,292.0
81512,1,0,916,916.0
85370,0,1,620,620.0
85393,1,1,845,422.5
88682,1,0,693,693.0
91970,0,2,502,251.0
94005,0,1,1421,1421.0
94529,3,4,894,127.71
96341,9,7,1848,115.5
111196,2,0,1304,652.0
118689,1,1,725,362.5
121985,0,1,889,889.0
124555,1,0,700,700.0
125020,1,0,383,383.0
126414,4,3,1161,165.86
126729,1,0,585,585.0
128223,5,1,1104,184.0
131075,0,1,942,942.0
133179,3,3,2068,344.67
136514,0,4,771,192.75
143812,1,1,482,241.0
145707,0,1,578,578.0
146752,2,1,1040,346.67
148252,0,2,2217,1108.5
165513,1,2,1719,573.0
165895,2,3,1829,365.8
166237,1,1,884,442.0
167491,0,1,1446,1446.0
167727,2,0,589,294.5
169880,3,2,2340,468.0
173491,6,0,1615,269.17
173859,3,3,1214,202.33
181136,2,2,788,197.0
181768,3,1,982,245.5
184892,6,3,1808,200.89
186368,0,6,1782,297.0
187587,1,0,551,551.0
192735,0,1,1875,1875.0
193867,0,2,1555,777.5
197473,0,1,1258,1258.0
198116,3,5,1682,210.25
199248,2,2,1255,313.75
199733,3,0,1620,540.0
199953,1,2,360,120.0
200056,0,2,202,101.0
205938,2,3,1433,286.6
206050,6,3,1320,146.67
216179,1,0,207,207.0
216872,1,2,1604,534.67
222855,0,2,2130,1065.0
225873,1,0,1284,1284.0
225963,1,0,843,843.0
226025,1,1,330,165.0
226524,0,1,1544,1544.0
227081,1,2,203,67.67
232418,0,3,1436,478.67
234523,2,1,1104,368.0
234781,1,1,121,60.5
235931,0,1,968,968.0
239802,3,0,1503,501.0
241076,2,2,2268,567.0
249730,1,0,1261,1261.0
251075,0,1,1499,1499.0
251878,0,3,2179,726.33
255838,1,1,734,367.0
255942,3,5,1794,224.25
256448,1,1,2154,1077.0
257732,1,2,2340,780.0
261905,1,2,941,313.67
265078,6,4,1672,167.2
265088,0,2,1784,892.0
268429,2,4,1698,283.0
272812,0,1,1705,1705.0
273132,2,4,1853,308.83
276896,2,0,264,132.0
277179,2,2,2164,541.0
278531,1,3,2340,585.0
282169,1,0,1042,1042.0
282388,1,1,340,170.0
283735,7,6,1841,141.62
284595,0,3,1758,586.0
286297,2,2,1254,313.5
286949,1,3,1449,362.25
290017,1,3,1238,309.5
293200,3,3,1321,220.17
295183,3,2,1094,218.8
298635,1,2,713,237.67
300532,1,1,809,404.5
305947,4,0,687,171.75
307058,1,1,551,275.5
308279,1,2,976,325.33
310458,1,0,1060,1060.0
311178,2,3,1941,388.2
311333,1,1,99,49.5
314965,1,3,1729,432.25
315779,6,8,1456,104.0
315853,1,4,1860,372.0
315862,0,1,87,87.0
315865,8,1,2043,227.0
315969,6,4,1975,197.5
316934,0,2,1069,534.5
318528,13,4,1831,107.71
321528,6,1,1513,216.14
323167,1,0,1177,1177.0
324377,0,1,1424,1424.0
324804,0,2,871,435.5
330208,2,0,1163,581.5
331401,0,2,1024,512.0
331726,2,2,1801,450.25
332697,2,3,1408,281.6
336960,0,3,1898,632.67
337725,0,2,885,442.5
339808,3,2,1758,351.6
339816,3,1,1374,343.5
340982,1,0,77,77.0
341227,0,4,1402,350.5
343537,8,3,1776,161.45
345590,4,2,1370,228.33
346561,1,2,2170,723.33
